,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_km
6040,Chevrolet Beat Diesel LT,150000,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0,13,5896.226415094339
6041,Mahindra XUV500 W8 2WD,550000,70000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7.0,12,36423.84105960265
6042,Mahindra Scorpio 1.99 S4 Plus,650000,150000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,10,42207.792207792205
6043,Tata Indica Vista TDI LX,180000,100000,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0,13,9278.350515463919
6044,Mahindra Thar 4X4,585000,50000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,7.0,10,35347.43202416918
6045,Hyundai i20 Magna,345000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,12,18648.64864864865
6046,Maruti Swift VDI,350000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,12,15283.842794759827
6047,Honda BRV i-VTEC V MT,725000,140000,Petrol,Individual,Manual,First Owner,15.4,1497.0,117.3,7.0,9,47077.92207792208
6048,Tata Venture EX 7 Str,250000,120000,Diesel,Individual,Manual,First Owner,15.42,1405.0,70.0,7.0,13,16212.710765239948
6049,Maruti 800 AC,45000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,23,2795.0310559006207
6050,Toyota Innova 2.5 E Diesel MS 8-seater,409999,248119,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,18,32031.171875
6051,Renault KWID 1.0 RXT Optional,325000,16500,Petrol,Individual,Manual,Second Owner,23.01,999.0,67.0,5.0,8,14124.293785310734
6052,Maruti Alto K10 VXI,350000,9900,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,9,14613.778705636743
6053,Maruti Alto LXi,180000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,13,9137.055837563452
6054,Fiat Linea Emotion,150000,100000,Petrol,Individual,Manual,Second Owner,16.0,1368.0,90.0,5.0,15,9375.0
6055,Maruti Dzire ZXI,700000,20000,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.5,5.0,5,30094.582975064488
6056,Maruti Ciaz ZDi Plus SHVS,795000,90000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,9,28301.88679245283
6057,Mahindra Thar CRDe,950000,15000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,6,57401.81268882175
6058,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,885000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498.0,108.5,5.0,7,41162.79069767442
6059,Maruti Ritz LDi,160000,140000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,14,7582.938388625592
6060,Hyundai i20 1.4 CRDi Asta,300000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,13,13043.478260869566
6061,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,950000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498.0,108.5,5.0,7,44186.04651162791
6062,Maruti Ertiga VDI,549000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,10,26432.35435724603
6063,Audi A3 35 TDI Premium Plus,3000000,20000,Diesel,Individual,Automatic,First Owner,20.38,1968.0,143.0,5.0,7,147203.14033366047
6064,Toyota Innova 2.5 VX (Diesel) 7 Seater,1200000,61000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,10,92378.75288683602
6065,Renault Fluence Diesel E4,570000,100000,Diesel,Individual,Manual,Second Owner,21.8,1461.0,78.0,5.0,13,26146.788990825688
6066,Mahindra Thar CRDe,800000,60000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0,8,48338.36858006042
6067,Hyundai Verna CRDi SX ABS,375000,100000,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,5.0,16,20718.232044198892
6068,Mahindra Bolero SLX,300000,170000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7.0,16,22058.823529411766
6069,Toyota Etios G,350000,100000,Petrol,Individual,Manual,Second Owner,16.78,1496.0,88.73,5.0,12,20858.164481525626
6070,Mahindra Bolero SLX,400000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,14,29411.764705882353
6071,Volkswagen Polo 1.5 TDI Comfortline,434999,50000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5.0,10,21598.758689175767
6072,Toyota Etios Liva G,200000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,13,10299.306415242192
6073,Maruti Alto 800 LXI,260000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,10,11433.597185576078
6074,Maruti Swift VDI,450000,24019,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,12,19650.655021834064
6075,Hyundai Verna 1.6 SX,459999,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,12,20609.274193548386
6076,Maruti Ritz VDi ABS,210000,100000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,14,9952.60663507109
6077,Maruti Swift Dzire VXI,540000,93000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,10,25899.280575539568
6078,Maruti Ertiga SHVS VDI,710000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,8,28955.95432300163
6079,Maruti Alto 800 VXI,285000,22000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,7,11538.461538461539
6080,Hyundai Creta 1.4 E Plus,990000,19600,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,6,44796.38009049773
6081,Tata Indigo CS eGLS BS IV,362000,104000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,8,23145.780051150894
6082,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,880000,33000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,8,38260.86956521739
6083,Mahindra TUV 300 mHAWK100 T8,700000,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,8,37858.30178474852
6084,Mahindra Bolero 2011-2019 DI - AC BS III,600000,60000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,9,37593.984962406015
6085,Nissan Terrano XL,700000,40000,Petrol,Individual,Manual,First Owner,13.24,1598.0,102.5,5.0,10,52870.09063444108
6086,Tata Tiago 1.05 Revotorq XT,400000,60000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,9,14662.756598240469
6087,Hyundai Accent Executive LPG,165000,80000,LPG,Individual,Manual,First Owner,13.2,1495.0,93.7,5.0,15,12500.0
6088,Toyota Innova 2.5 V Diesel 8-seater,350000,376412,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,18,27343.75
6089,Maruti Ertiga VXI,425000,80000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,11,26529.338327091136
6090,Hyundai Santro Xing GL Plus,180000,70000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,13,10044.642857142857
6091,Maruti Alto K10 2010-2014 VXI,170000,90000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0,13,8126.195028680688
6092,Mahindra Bolero 2011-2019 DI NON AC BS III White,370000,183000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,11,23182.957393483706
6093,Maruti Vitara Brezza VDi,800000,27000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,7,32921.810699588474
6094,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,8,39130.434782608696
6095,Maruti Swift VDI,390000,120000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,12,17030.56768558952
6096,Maruti Swift Dzire VDI,445000,80000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,11,19017.09401709402
6097,Maruti Swift Dzire VDI,459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248.0,74.0,5.0,11,19658.076923076926
6098,Maruti Wagon R LXI DUO BS IV,275000,55000,LPG,Individual,Manual,First Owner,14.4,998.0,61.7,5.0,12,19097.222222222223
6099,Maruti Ritz VDi,200000,120000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,16,9478.67298578199
6100,Maruti Swift Dzire 1.2 Lxi BSIV,350000,72000,Petrol,Individual,Manual,Second Owner,17.5,1197.0,85.8,5.0,13,20000.0
6101,Tata New Safari 4X4 EXI BSIII,95000,120000,Diesel,Individual,Manual,Second Owner,12.0,2092.0,127.0,7.0,18,7916.666666666667
6102,Toyota Etios GD,550000,250000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,11,23314.96396778296
6103,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,900000,100000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9.0,9,66273.9322533137
6104,Tata Sumo Gold GX,350000,120000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7.0,12,22875.81699346405
6105,Hyundai Grand i10 Asta,455999,32000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,11,24126.931216931218
6106,Maruti Alto STD,129000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,17,6548.223350253807
6107,Maruti Alto 800 LXI,254000,40000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,8,10283.400809716599
6108,Ford Ecosport 1.5 Diesel Trend,570000,48000,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.96,5.0,11,26267.281105990784
6109,Nissan Terrano XL D Option,840000,30000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,5.0,7,42274.78610971313
6110,Tata New Safari DICOR 2.2 GX 4x2 BS IV,235000,100000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7.0,15,16870.064608758075
6111,Mahindra TUV 300 T6,700000,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,9,37858.30178474852
6112,Hyundai Santro Xing ABS,140000,40000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,15,7209.514490669534
6113,Hyundai Grand i10 1.2 Kappa Sportz Option,528000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,7,27936.50793650794
6114,Jeep Compass 2.0 Limited Option,1500000,12000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,8,87719.29824561403
6115,Mahindra Bolero 2011-2019 DI - AC BS III,560000,72000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,9,35087.71929824561
6116,Mahindra Bolero 2011-2019 DI - AC BS III,600000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,9,37593.984962406015
6117,Chevrolet Aveo U-VA 1.2 LS,102000,50000,Petrol,Individual,Manual,Second Owner,15.26,1150.0,74.9,5.0,18,6684.141546526867
6118,Mahindra XUV500 W8 AWD,750000,70000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,11,49668.87417218543
6119,Chevrolet Aveo U-VA 1.2,148000,70000,Petrol,Individual,Manual,Third Owner,14.7,1150.0,76.0,5.0,15,10068.027210884355
6120,Maruti Baleno Alpha 1.2,650000,50000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,10,30373.831775700935
6121,Volkswagen Polo Petrol Trendline 1.2L,310000,40000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5.0,13,18822.100789313907
6122,Hyundai Xcent 1.2 Kappa S,480000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,11,25130.89005235602
6123,Maruti Alto 800 VXI,320000,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,7,12955.465587044535
6124,Honda City i VTEC VX,750000,40000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,10,43103.44827586207
6125,Nissan Micra Active XL Petrol,370000,40000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,8,18984.094407388406
6126,Maruti Swift ZXI,320000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1197.0,85.8,5.0,12,17204.301075268817
6127,Maruti Swift ZXI,420000,67000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0,12,22580.645161290322
6128,Maruti Swift Dzire VXi,240000,60000,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,5.0,15,13714.285714285714
6129,Datsun RediGO 1.0 S,220000,60000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,8,9777.777777777777
6130,Tata Tiago 1.2 Revotron XM,350000,30000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,9,14681.208053691274
6131,Honda Amaze VX i-DTEC,675000,40000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,7,26162.790697674416
6132,Toyota Etios Cross 1.2L G,434999,50000,Petrol,Individual,Manual,Second Owner,18.16,1197.0,78.8,5.0,9,23953.689427312776
6133,Honda CR-V 2.0L 2WD AT,125000,200000,Petrol,Individual,Automatic,Third Owner,13.1,1997.0,141.1,5.0,19,9541.984732824429
6134,Mahindra KUV 100 mFALCON G80 K6 AW,400000,14000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,9,22038.56749311295
6135,Chevrolet Tavera Neo 3 9 Str BSIII,425000,70000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9.0,10,31296.023564064802
6136,Maruti Ritz Genus VDi,311000,94000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,75.0,5.0,15,14739.336492890994
6137,Chevrolet Tavera Neo 3 10 Seats BSIII,509999,197000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10.0,10,37555.154639175256
6138,Ford Figo 1.5D Trend MT,530000,79000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0,10,20518.776616337593
6139,Skoda Octavia Rider 1.9 AT TDI,210000,120000,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,5.0,17,11229.946524064171
6140,Mahindra Marazzo M2 8Str BSIV,977000,30000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,6,56473.988439306355
6141,Maruti Wagon R VXI BS IV,440000,20000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,7,21452.94978059483
6142,Maruti Wagon R VXI BS IV,440000,17000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,7,21452.94978059483
6143,Hyundai i20 1.2 Spotz,655000,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,7,35215.05376344086
6144,Renault KWID RXT Optional,295000,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,9,11720.301946762018
6145,Hyundai Getz 1.1 GLE,65000,70000,Petrol,Individual,Manual,Third Owner,15.0,1086.0,66.6,5.0,18,4333.333333333333
6146,Tata Hexa XT,1200000,150000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,8,68181.81818181818
6147,Tata Hexa XM,1251000,35000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,8,71079.54545454546
6148,Tata Indigo CS eLX BS IV,200000,60000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,15,8684.324793747286
6149,Hyundai i20 Active 1.4 SX with AVN,750000,40000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,9,35394.05379896177
6150,Maruti Wagon R LXI CNG,400000,60000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,7,15037.593984962405
6151,Honda Amaze E i-VTEC,475000,57000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5.0,8,26685.393258426964
6152,Tata Indigo VS,110000,120000,Diesel,Individual,Manual,Second Owner,17.8,1405.0,70.0,5.0,13,6179.775280898876
6153,Renault KWID 1.0 RXT 02 Anniversary Edition,350000,30000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,8,15210.777922642328
6154,Maruti Swift Dzire Tour LDI,450000,175000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,9,19230.76923076923
6155,Tata Indigo LX,150000,90000,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5.0,15,8823.529411764706
6156,Tata Indica V2 DLS,80000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5.0,16,4651.162790697675
6157,Hyundai i20 Magna 1.2,430000,35000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,10,23118.27956989247
6158,Toyota Innova Crysta 2.4 ZX MT BSIV,1450000,81000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7.0,8,105994.15204678362
6159,Chevrolet Cruze LTZ,360000,100000,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.9,5.0,14,19672.131147540982
6160,Tata Hexa XTA,1445000,60000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,8,82102.27272727272
6161,Honda City i DTec S,670000,60000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,9,25769.23076923077
6162,Mercedes-Benz GLA Class 200,2000000,70000,Petrol,Individual,Automatic,First Owner,13.7,1991.0,183.0,5.0,9,145985.401459854
6163,Maruti Swift 1.3 VXi,175000,83000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,15,9011.893113336917
6164,Honda Amaze S i-Dtech,440000,50000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,10,17054.263565891473
6165,Hyundai i20 1.4 CRDi Era,254999,90000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,13,11086.91304347826
6166,Datsun GO Plus A Option Petrol,530000,65000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,7.0,7,27865.40483701367
6167,Mahindra XUV500 W4 1.99 mHawk,890000,40000,Diesel,Individual,Manual,Second Owner,16.0,1997.0,140.0,7.0,9,55625.0
6168,Volkswagen Polo Diesel Comfortline 1.2L,280000,80000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,12,12686.905301314
6169,Maruti Swift Dzire AMT ZXI,725000,35000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,8,34181.98962753418
6170,Mahindra TUV 300 T8,700000,30000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,9,37858.30178474852
6171,Maruti Zen Estilo LXI BSIII,90000,70000,Petrol,Individual,Manual,First Owner,18.2,998.0,67.1,5.0,18,4945.054945054945
6172,Hyundai i10 Magna 1.1L,287000,100000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,10,14487.632508833924
6173,Hyundai Creta 1.6 SX Automatic,1380000,55000,Petrol,Individual,Automatic,First Owner,14.8,1591.0,121.3,5.0,7,93243.24324324324
6174,Toyota Innova 2.5 G (Diesel) 7 Seater,750000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0,12,57736.72055427251
6175,Hyundai Verna 1.4 VTVT,650000,40000,Petrol,Individual,Manual,First Owner,17.43,1396.0,105.5,5.0,9,37292.025243832475
6176,Maruti Wagon R LXI BS IV,240000,108916,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,12,11701.608971233543
6177,Hyundai EON Magna Optional,290000,40000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,12,13744.075829383886
6178,Hyundai EON Era Plus,229999,80000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,11,10900.42654028436
6179,Honda City i DTec VX,1000000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,9,38461.53846153846
6180,Hyundai Santro Xing GL Plus,200000,90000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,13,11160.714285714284
6181,Maruti Alto LX,90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,21,4568.527918781726
6182,Hyundai i20 1.4 CRDi Asta,330000,90000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,13,14347.826086956522
6183,Maruti Ritz VDi ABS,200000,70000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,16,9478.67298578199
6184,Mahindra KUV 100 D75 K4 Plus,420000,31000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,7,16587.677725118483
6185,Maruti Swift Dzire VDi,260000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,16,13471.502590673575
6186,Hyundai i20 Sportz 1.2,590000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,9,31720.430107526878
6187,Maruti Swift VDI BSIV,545000,180000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,10,21626.984126984127
6188,Maruti Wagon R LXI BS IV,210000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,14,11111.111111111111
6189,Honda City 2017-2020 GXi,185000,110000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,17,10451.977401129943
6190,Maruti Wagon R LXI,125000,59000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,19,6613.756613756615
6191,Hyundai EON Magna Plus,280000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,11,13270.142180094786
6192,Hyundai Santro Xing XO,99000,89500,Petrol,Individual,Manual,First Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,20,5098.156675544885
6193,Maruti Wagon R VXI,98000,70000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,20,5185.185185185185
6194,Tata Indica Vista Aqua 1.4 TDI,100000,190000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0,16,5882.35294117647
6195,Mahindra Verito Vibe 1.5 dCi D4,250000,180000,Diesel,Individual,Manual,First Owner,20.8,1461.0,64.1,5.0,12,12019.23076923077
6196,Toyota Fortuner 3.0 Diesel,750000,150000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,15,65217.391304347824
6197,Chevrolet Optra Magnum 2.0 LS,160000,130000,Diesel,Individual,Manual,Second Owner,16.52,1991.0,123.7,5.0,18,9685.230024213075
6198,Hyundai Verna 1.6 CRDi EX AT,509999,120000,Diesel,Individual,Automatic,Second Owner,22.32,1582.0,126.3,5.0,12,22849.417562724015
6199,Tata Indica V2 DL,95000,80000,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5.0,16,5313.199105145414
6200,Hyundai Verna 1.6 SX CRDi (O),525000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,11,23521.505376344085
6201,Datsun RediGO 1.0 T Option,278000,20000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,8,12355.555555555555
6202,Maruti 800 AC,50000,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,28,3105.5900621118008
6203,Volkswagen Polo Diesel Highline 1.2L,254999,120000,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,5.0,14,11554.10058903489
6204,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,950000,51000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,7,37848.60557768924
